group,fiscal_year,fiscal_quarter,period_key,revenue_usd_m,operating_income_usd_m,company_coverage,revenue_yoy_growth,revenue_qoq_growth,op_income_yoy_growth,op_income_qoq_growth,best_growth_metric,best_growth_rate,avg_pair_corr,pc1_share,strong_pair_share,classification,n_assets,momentum_read
foundry,2025,1,2025Q1,839253.664,407089.168,1,,,,,,,-0.060661893738914015,0.530330946869457,0.0,weak / fragmented,2,insufficient momentum coverage
Neocloud,2025,2,2025Q2,683.363,-7.4739999999999895,3,,0.7890167043744087,,1.6101316687101523,op income QoQ,1.6101316687101523,0.8878433677020717,0.9439216838510358,1.0,high coupling,2,strong coupling with positive fundamental momentum
HW equipment,2025,2,2025Q2,22978.726217391308,6628.968086956521,9,-0.005036295452005531,0.04173180798231124,0.19942413942691495,0.050663904937420526,op income YoY,0.19942413942691495,0.6928985870236266,0.7235262928065401,0.6703296703296703,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2025,2,2025Q2,75967.6731884058,10255.426086956522,3,0.5770376387760627,0.14496986769170414,,-0.0311704733624808,revenue YoY,0.5770376387760627,0.636647930267152,0.763448573077398,0.3333333333333333,high coupling,3,strong coupling with positive fundamental momentum
NAND,2025,2,2025Q2,4587.0,-86.0,2,-0.10003984370216218,0.086004501688133,,,revenue QoQ,0.086004501688133,0.6237915714158586,0.7559329004353158,0.3333333333333333,high coupling,3,mixed / modest signal
Server ODM,2025,2,2025Q2,54524.90649230769,1828.4078769230769,7,,0.242482738257057,,-0.0036677995301845107,revenue QoQ,0.242482738257057,0.49917155409292296,0.5944960327376474,0.3333333333333333,moderate coupling,7,mixed / modest signal
OSAT / packiging,2025,2,2025Q2,154967.47554092715,10514.082020726417,6,0.0024363443311781197,0.07584211321468293,0.068197898377925,0.566651620151813,op income QoQ,0.566651620151813,0.46575458645314793,0.5587280575132337,0.2,moderate coupling,6,mixed / modest signal
Server EMS,2025,2,2025Q2,75053.611108639,2668.153277107906,5,-0.15826191256497502,0.034615094096520235,-0.2527653999552243,0.09692850757925228,op income QoQ,0.09692850757925228,0.4441429913775957,0.588098495501963,0.2,weak / fragmented,5,mixed / modest signal
Server Networking,2025,2,2025Q2,37300.92123074156,7106.791990702243,14,0.5856659484648156,0.11335969888323641,-1.0360214538519912,0.2142734347046198,revenue YoY,0.5856659484648156,0.43455073841411485,0.5176975123272477,0.18681318681318682,weak / fragmented,14,mixed / modest signal
components,2025,2,2025Q2,20971.730179354305,2788.5447454299533,13,0.010057368014810187,0.040274414937246164,0.44867959101988986,0.7821249624822547,op income QoQ,0.7821249624822547,0.4075786690981341,0.48754140997691386,0.14285714285714285,moderate coupling,14,mixed / modest signal
AI Platforms,2025,2,2025Q2,35131.21799999999,3349.8489999999997,9,0.22741779614954924,0.06475316256342545,4.329046617477289,0.7475882751013664,op income YoY,4.329046617477289,0.4065147633194695,0.4926975763914538,0.1111111111111111,moderate coupling,9,mixed / modest signal
AI Chip,2025,2,2025Q2,30353.253753846155,9238.446,5,0.24996371096725936,0.1551772280883976,2.162000722893676,2.0289053044205745,op income YoY,2.162000722893676,0.34541753676140574,0.501392329123983,0.1,moderate coupling,5,fundamental momentum present but stock coupling weak
Server OEM,2025,2,2025Q2,48695.254196345406,2510.7109337813035,7,0.33787585847790563,0.19285511501089803,0.2297039898784703,0.33301535515834246,revenue YoY,0.33787585847790563,0.29833524385832094,0.4614780164690157,0.2222222222222222,weak / fragmented,9,fundamental momentum present but stock coupling weak
Energy,2025,2,2025Q2,83118.4525047735,13658.660883794466,16,0.07574986710215384,0.030102712117643413,0.34461239775758506,0.7350991219930939,op income QoQ,0.7350991219930939,0.25557989466026065,0.40553904809844377,0.1437908496732026,weak / fragmented,18,fundamental momentum present but stock coupling weak
Cooling,2025,2,2025Q2,13463.709523809524,2101.4238095238097,4,0.06349065848770603,0.09307542080986633,0.47798610605241215,0.38421904995151057,op income YoY,0.47798610605241215,0.22991543034627948,0.45394063203297086,0.0,moderate coupling,4,fundamental momentum present but stock coupling weak
CPU,2025,2,2025Q2,13639.0,-2120.0,2,0.13520342932652757,-0.1709786413133378,-1.8524590163934427,-1.3804878048780487,revenue YoY,0.13520342932652757,0.2055233623466883,0.6027616811733442,0.0,moderate coupling,2,mixed / modest signal
Hyperscalers,2025,2,2025Q2,739836.0,172681.0,6,0.11677688804366754,0.0537288750567881,0.4176474440129927,0.07366968056895509,op income YoY,0.4176474440129927,0.18350920582620525,0.4433944562372354,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
meterier,2025,2,2025Q2,18042.656521739133,3469.6652173913044,4,-0.02928539572930407,0.040685286955576716,-0.25371950721557607,-0.05850532081674245,revenue QoQ,0.040685286955576716,0.10783905379352289,0.3295279078732924,0.0,weak / fragmented,8,mixed / modest signal
AI Software,2025,2,2025Q2,71784.0,18124.0,2,0.2210069064658271,0.03990117567347773,0.580813458262351,-0.099301006248938,op income YoY,0.580813458262351,0.039614447596286684,0.5198072237981434,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
foundry,2025,2,2025Q2,933791.869,463423.0,1,,0.11264556719290053,,0.13838204606809867,op income QoQ,0.13838204606809867,-0.060661893738914015,0.530330946869457,0.0,weak / fragmented,2,mixed / modest signal
Neocloud,2025,3,2025Q3,970.336,-73.219,3,,0.40359504503995286,,-2.035761061370269,revenue QoQ,0.40359504503995286,0.8878433677020717,0.9439216838510358,1.0,high coupling,2,strong coupling with positive fundamental momentum
HW equipment,2025,3,2025Q3,21803.515,5666.438999999999,7,0.06598099971889593,0.008456429821329135,1.2881727637530112,-0.01640218799564097,op income YoY,1.2881727637530112,0.6928985870236266,0.7235262928065401,0.6703296703296703,high coupling,14,strong coupling with positive fundamental momentum
DRAM,2025,3,2025Q3,86891.2,17783.820289855073,3,0.8152985074626866,0.14111843349393496,,1.5339249709522642,op income QoQ,1.5339249709522642,0.636647930267152,0.763448573077398,0.3333333333333333,high coupling,3,strong coupling with positive fundamental momentum
NAND,2025,3,2025Q3,3407.0,237.0,2,-0.24258522934336868,-0.17892745335923776,,0.153225806451613,op income QoQ,0.153225806451613,0.6237915714158586,0.7559329004353158,0.3333333333333333,high coupling,3,strong coupling with positive fundamental momentum
Server ODM,2025,3,2025Q3,55311.88443076923,2333.644923076923,7,,-0.012677530583607734,,0.21757313423202593,op income QoQ,0.21757313423202593,0.49917155409292296,0.5944960327376474,0.3333333333333333,moderate coupling,7,mixed / modest signal
OSAT / packiging,2025,3,2025Q3,171029.7819241689,13454.851726746378,4,0.021844413717694522,0.19353019019279605,-0.10342861258838654,0.38570042989483044,op income QoQ,0.38570042989483044,0.46575458645314793,0.5587280575132337,0.2,moderate coupling,6,mixed / modest signal
Server EMS,2025,3,2025Q3,74114.21083076923,2588.7114923076924,4,-0.16890527803595867,0.0307219324503053,-0.30800474928088345,0.0184099115336126,revenue QoQ,0.0307219324503053,0.4441429913775957,0.588098495501963,0.2,weak / fragmented,5,mixed / modest signal
Server Networking,2025,3,2025Q3,35342.42399999999,6935.996,12,0.2790570692295524,0.11193048137094092,-0.19965063249081016,0.4013601316209053,op income QoQ,0.4013601316209053,0.43455073841411485,0.5176975123272477,0.18681318681318682,weak / fragmented,14,mixed / modest signal
components,2025,3,2025Q3,21606.02176332187,3578.5978813348634,10,0.12750258304400022,0.13153337928645212,-0.02551444951565085,1.9477560620704994,op income QoQ,1.9477560620704994,0.4075786690981341,0.48754140997691386,0.14285714285714285,moderate coupling,14,mixed / modest signal
AI Platforms,2025,3,2025Q3,34905.725,3707.785,9,0.2125553811981457,0.04096348644564834,1.2690265232241187,0.2992987340899701,op income YoY,1.2690265232241187,0.4065147633194695,0.4926975763914538,0.1111111111111111,moderate coupling,9,mixed / modest signal
AI Chip,2025,3,2025Q3,35952.74953846154,13251.228923076924,5,0.566269124824359,0.05740503922744591,4.100111318974823,0.545850522181208,op income YoY,4.100111318974823,0.34541753676140574,0.501392329123983,0.1,moderate coupling,5,fundamental momentum present but stock coupling weak
Server OEM,2025,3,2025Q3,43456.62585641025,2812.4660307692307,6,0.5367757819211678,0.06800471702263756,0.702777047632146,0.15987811160059034,op income YoY,0.702777047632146,0.29833524385832094,0.4614780164690157,0.2222222222222222,weak / fragmented,9,fundamental momentum present but stock coupling weak
Energy,2025,3,2025Q3,62478.94817391304,12413.253347826087,13,0.004078126898251733,0.05393204170581444,0.5803872062261417,0.2103394127670799,op income YoY,0.5803872062261417,0.25557989466026065,0.40553904809844377,0.1437908496732026,weak / fragmented,18,fundamental momentum present but stock coupling weak
Cooling,2025,3,2025Q3,11986.599999999999,1849.3,3,0.10980037142280175,-0.020536555319571364,0.41456964393781126,-0.005432644840251004,op income YoY,0.41456964393781126,0.22991543034627948,0.45394063203297086,0.0,moderate coupling,4,fundamental momentum present but stock coupling weak
CPU,2025,3,2025Q3,14108.0,-8923.0,2,0.03819483196349954,0.028738138085762532,-0.4508196721311475,,revenue YoY,0.03819483196349954,0.2055233623466883,0.6027616811733442,0.0,moderate coupling,2,mixed / modest signal
Hyperscalers,2025,3,2025Q3,570078.0,82628.0,5,0.12568501515050856,0.027885983508683144,0.31919571338978714,-0.11287344111848178,op income YoY,0.31919571338978714,0.18350920582620525,0.4433944562372354,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
meterier,2025,3,2025Q3,18335.134782608697,3841.591304347826,4,0.0008931611219089216,0.014916404554146279,0.15324205760973722,0.24610388092946187,op income QoQ,0.24610388092946187,0.10783905379352289,0.3295279078732924,0.0,weak / fragmented,8,fundamental momentum present but stock coupling weak
AI Software,2025,3,2025Q3,71763.0,18449.0,2,3.3904968447429935,-0.004096585671577058,0.48293885735035735,-0.24802301962367895,revenue YoY,3.3904968447429935,0.039614447596286684,0.5198072237981434,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
foundry,2025,3,2025Q3,989918.318,500685.08,1,,0.060105951725737405,,0.08040619477237865,op income QoQ,0.08040619477237865,-0.060661893738914015,0.530330946869457,0.0,weak / fragmented,2,mixed / modest signal
Neocloud,2025,4,2025Q4,1984.296,-424.244,3,,0.6730050698162026,,-1.7649595273062606,revenue QoQ,0.6730050698162026,0.8878433677020717,0.9439216838510358,1.0,high coupling,2,strong coupling with positive fundamental momentum
HW equipment,2025,4,2025Q4,27614.907304347827,8944.926826086958,9,-0.0262408004111348,0.14523770671320124,-0.06064816482439128,0.13150475980836712,revenue QoQ,0.14523770671320124,0.6928985870236266,0.7235262928065401,0.6703296703296703,high coupling,14,mixed / modest signal
DRAM,2025,4,2025Q4,105428.52463768117,34573.12608695652,3,,0.4786982728946246,,2.956014052716295,op income QoQ,2.956014052716295,0.636647930267152,0.763448573077398,0.3333333333333333,high coupling,3,strong coupling with positive fundamental momentum
NAND,2025,4,2025Q4,5842.0,1809.0,2,,0.7144903019768517,,7.080382383573873,revenue QoQ,0.7144903019768517,0.6237915714158586,0.7559329004353158,0.3333333333333333,high coupling,3,strong coupling with positive fundamental momentum
Server ODM,2025,4,2025Q4,65662.7542153846,2349.489015384615,7,0.5306718769813156,0.1431932205245205,0.4717529128339484,-0.02466834021366617,revenue YoY,0.5306718769813156,0.49917155409292296,0.5944960327376474,0.3333333333333333,moderate coupling,7,mixed / modest signal
OSAT / packiging,2025,4,2025Q4,182937.57758184333,18920.296830512616,6,0.1418456264348865,0.06791638424802748,0.3684700742820218,0.16898024133735268,op income YoY,0.3684700742820218,0.46575458645314793,0.5587280575132337,0.2,moderate coupling,6,mixed / modest signal
Server EMS,2025,4,2025Q4,109575.01864756686,4078.338732189851,5,0.21227419484826393,0.46725338823314144,0.2884298123086234,0.6715549848726649,op income QoQ,0.6715549848726649,0.4441429913775957,0.588098495501963,0.2,weak / fragmented,5,mixed / modest signal
Server Networking,2025,4,2025Q4,50260.42888826442,14182.42141527938,14,0.922982427997588,0.7878947483786299,1.4702020770665123,0.675812528198034,op income YoY,1.4702020770665123,0.43455073841411485,0.5176975123272477,0.18681318681318682,weak / fragmented,14,mixed / modest signal
components,2025,4,2025Q4,26047.342408869004,4810.865489657748,12,0.2486508540251807,0.22352961491677506,2.439280028741602,0.5306219991087262,op income YoY,2.439280028741602,0.4075786690981341,0.48754140997691386,0.14285714285714285,moderate coupling,14,mixed / modest signal
AI Platforms,2025,4,2025Q4,44523.721000000005,10187.246000000001,9,,0.41837308717018107,,0.8610241664076026,op income QoQ,0.8610241664076026,0.4065147633194695,0.4926975763914538,0.1111111111111111,moderate coupling,9,mixed / modest signal
AI Chip,2025,4,2025Q4,81747.95784615385,41537.965753846154,5,-0.6427894313324752,0.6276801893507938,-0.3124599593716061,1.1475829115971796,op income QoQ,1.1475829115971796,0.34541753676140574,0.501392329123983,0.1,moderate coupling,5,fundamental momentum present but stock coupling weak
Server OEM,2025,4,2025Q4,65399.731591290285,3599.481123773825,7,0.2897501307905997,0.4213159787995792,0.13289716004188182,1.3934135813867081,op income QoQ,1.3934135813867081,0.29833524385832094,0.4614780164690157,0.2222222222222222,weak / fragmented,9,fundamental momentum present but stock coupling weak
Energy,2025,4,2025Q4,94877.32259221647,13504.371733961689,16,0.7101823852940641,0.20223287466451464,0.48472302574271375,-0.08051304015226937,revenue YoY,0.7101823852940641,0.25557989466026065,0.40553904809844377,0.1437908496732026,weak / fragmented,18,fundamental momentum present but stock coupling weak
Cooling,2025,4,2025Q4,12609.928571428572,1258.3714285714286,4,0.045601004860466254,0.08151610574768267,0.07790821771611522,-0.13030022508076378,revenue QoQ,0.08151610574768267,0.22991543034627948,0.45394063203297086,0.0,moderate coupling,4,mixed / modest signal
CPU,2025,4,2025Q4,14916.0,741.0,2,,0.2683200901588304,,0.4253731343283582,op income QoQ,0.4253731343283582,0.2055233623466883,0.6027616811733442,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
Hyperscalers,2025,4,2025Q4,709389.0,124504.0,5,,0.26104694892514585,,0.843070538136014,op income QoQ,0.843070538136014,0.18350920582620525,0.4433944562372354,0.13333333333333333,moderate coupling,6,fundamental momentum present but stock coupling weak
meterier,2025,4,2025Q4,19508.334782608694,4188.065217391304,4,,0.07472637641172575,,0.9963383569823265,op income QoQ,0.9963383569823265,0.10783905379352289,0.3295279078732924,0.0,weak / fragmented,8,fundamental momentum present but stock coupling weak
AI Software,2025,4,2025Q4,92633.0,26228.0,2,,0.26291550304078215,,0.38781666854594044,op income QoQ,0.38781666854594044,0.039614447596286684,0.5198072237981434,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
foundry,2025,4,2025Q4,1046090.449,564880.854,1,,0.05674420806101299,,0.1282158717411752,op income QoQ,0.1282158717411752,-0.060661893738914015,0.530330946869457,0.0,weak / fragmented,2,mixed / modest signal
AI Software,2026,1,2026Q1,32075.0,3193.0,2,-0.011617157648218912,-0.02031154551007941,-0.2917036379769299,1.1530681051921778,op income QoQ,1.1530681051921778,0.9456853973853162,0.9728426986926582,1.0,moderate coupling,2,strong coupling with positive fundamental momentum
NAND,2026,1,2026Q1,4380.0,737.0,2,0.1477113917719145,-0.24969385869453625,,-0.5884039239080003,revenue YoY,0.1477113917719145,0.9368520703503814,0.957966312610639,1.0,high coupling,3,mixed / modest signal
DRAM,2026,1,2026Q1,144803.69416058395,71402.52554744526,3,1.1830469794872234,0.22958051844594907,5.857608100826427,0.7341839506715462,revenue YoY,1.1830469794872234,0.8803582474014052,0.9208878471207288,1.0,high coupling,3,strong coupling with positive fundamental momentum
Cooling,2026,1,2026Q1,12098.673076923078,1783.9346153846154,4,0.028473049313316345,-0.0871709010156283,0.2554754108122179,2.580818924279208,op income QoQ,2.580818924279208,0.8045061227559301,0.856965582509747,0.8333333333333334,moderate coupling,4,strong coupling with positive fundamental momentum
foundry,2026,1,2026Q1,35900.0,,1,-0.9572238983993283,-0.965681743835518,,,revenue YoY,-0.9572238983993283,0.7619046059502305,0.8809523029751152,1.0,weak / fragmented,2,coupling strong despite weak fundamentals
HW equipment,2026,1,2026Q1,25454.835434782606,7146.275,9,0.12807227758588322,-0.03937629190467023,0.10574361848051783,0.17554232934235323,op income QoQ,0.17554232934235323,0.7151820906230125,0.7413978330257813,0.6813186813186813,high coupling,14,strong coupling with positive fundamental momentum
AI Platforms,2026,1,2026Q1,35879.765,3986.6229999999996,9,0.20654048294817126,-0.21955337730741473,0.8065123482936173,-0.715401870055692,op income YoY,0.8065123482936173,0.6989520017454046,0.7422074735415244,0.6388888888888888,moderate coupling,9,strong coupling with positive fundamental momentum
AI Chip,2026,1,2026Q1,38873.9,20311.7,4,0.8913729354075399,-0.3437050513809932,3.5577706067105863,-0.6296069415372114,op income YoY,3.5577706067105863,0.684053911469937,0.7532402203040972,0.4,moderate coupling,5,strong coupling with positive fundamental momentum
Server EMS,2026,1,2026Q1,22701.604218200002,939.5958944811189,4,0.13813607520088314,-0.24840748199871138,0.07006388427155258,-0.3637451318142215,revenue YoY,0.13813607520088314,0.6442606622304343,0.7251093310270852,0.7,weak / fragmented,5,mixed / modest signal
OSAT / packiging,2026,1,2026Q1,177683.34452078943,17744.42588561213,5,0.20122961823966862,-0.06345170325668373,1.226088878791736,-0.08265702248885216,op income YoY,1.226088878791736,0.6094030672426851,0.68396586143351,0.4666666666666667,moderate coupling,6,strong coupling with positive fundamental momentum
components,2026,1,2026Q1,19142.98610606165,3037.983272241102,9,0.3057155522070867,-0.07809324030780773,1.0057507142433726,-0.05735027745147421,op income YoY,1.0057507142433726,0.600741203168842,0.6428857589189342,0.5274725274725275,moderate coupling,14,strong coupling with positive fundamental momentum
Server Networking,2026,1,2026Q1,41922.27396279022,9770.757700490909,13,0.5580020917290891,-0.21452391659168674,1.064083043440599,-0.6901723537521453,op income YoY,1.064083043440599,0.5156568184544766,0.5761937973851392,0.3956043956043956,weak / fragmented,14,strong coupling with positive fundamental momentum
Energy,2026,1,2026Q1,88666.1315652174,11852.202727272726,15,0.14403622360222962,-0.05706822092525407,-0.2289689271206952,-0.18596015231986987,revenue YoY,0.14403622360222962,0.49988508469128284,0.573056968005807,0.39215686274509803,weak / fragmented,18,mixed / modest signal
Neocloud,2026,1,2026Q1,1433.764,-202.086,3,3.469234348440024,-0.11242926994546783,-2.651595061954053,,revenue YoY,3.469234348440024,0.48100058851416655,0.7405002942570832,0.0,high coupling,2,mixed / modest signal
meterier,2026,1,2026Q1,17917.634782608697,3776.3,4,0.034254884469607505,-0.08471523716616439,0.19248311589652556,-0.11763189956669728,op income YoY,0.19248311589652556,0.47718955376178335,0.5611032492092608,0.32142857142857145,weak / fragmented,8,mixed / modest signal
Server OEM,2026,1,2026Q1,45969.00960187832,2319.7236736,6,0.42893407697194486,-0.08974577972955204,0.5134781082569838,0.24843451929136284,op income YoY,0.5134781082569838,0.44204151560237176,0.5472545271944728,0.3055555555555556,weak / fragmented,9,mixed / modest signal
Hyperscalers,2026,1,2026Q1,322272.0,33695.0,5,0.08610542041495177,-0.16996977047644893,-0.22765203055271574,-0.49003019777931395,revenue YoY,0.08610542041495177,0.33014975490559884,0.5215021032600126,0.26666666666666666,moderate coupling,6,mixed / modest signal
CPU,2026,1,2026Q1,14539.0,-2255.0,2,-0.08725293030916598,-0.12468654147403407,-0.5560975609756098,-2.739014754878629,revenue YoY,-0.08725293030916598,0.2764714725872666,0.6382357362936333,0.0,moderate coupling,2,mixed / modest signal
NAND,2026,2,2026Q2,4734.0,1048.0,2,0.14485095741882936,0.08073832433622719,2.935483870967742,0.44378241036537347,op income YoY,2.935483870967742,0.9368520703503814,0.957966312610639,1.0,high coupling,3,strong coupling with positive fundamental momentum
DRAM,2026,2,2026Q2,23860.0,,1,3.0968406593406597,1.7396945688368355,,,revenue YoY,3.0968406593406597,0.8803582474014052,0.9208878471207288,1.0,high coupling,3,strong coupling with positive fundamental momentum
Cooling,2026,2,2026Q2,658.0,75.3,1,0.060435132957292526,-0.005291005291005346,0.1461187214611872,0.012096774193548265,op income YoY,0.1461187214611872,0.8045061227559301,0.856965582509747,0.8333333333333334,moderate coupling,4,mixed / modest signal
HW equipment,2026,2,2026Q2,14552.898000000001,3502.884,3,0.15666774025458077,0.04117396462662637,0.1980569330635592,0.026182454158647783,op income YoY,0.1980569330635592,0.7151820906230125,0.7413978330257813,0.6813186813186813,high coupling,14,strong coupling with positive fundamental momentum
AI Platforms,2026,2,2026Q2,16544.932,3465.257,4,0.15183776226819046,0.03959900558210694,0.16341373559624184,0.009167424802526192,op income YoY,0.16341373559624184,0.6989520017454046,0.7422074735415244,0.6388888888888888,moderate coupling,9,strong coupling with positive fundamental momentum
AI Chip,2026,2,2026Q2,42291.9,21661.6,3,0.4475556278386302,0.06359283096351893,1.037401960784314,-0.00993653543303158,op income YoY,1.037401960784314,0.684053911469937,0.7532402203040972,0.4,moderate coupling,5,strong coupling with positive fundamental momentum
Server EMS,2026,2,2026Q2,8529.08,388.616,2,0.012758484899114242,0.012743296678780602,0.1315160509647183,0.15430102396914092,op income QoQ,0.15430102396914092,0.6442606622304343,0.7251093310270852,0.7,weak / fragmented,5,strong coupling with positive fundamental momentum
components,2026,2,2026Q2,6783.068,1425.944,2,0.13358187756809514,0.08476975304891732,0.41834848995900087,0.23195984424699068,op income YoY,0.41834848995900087,0.600741203168842,0.6428857589189342,0.5274725274725275,moderate coupling,14,strong coupling with positive fundamental momentum
Server Networking,2026,2,2026Q2,32188.749,9004.228000000001,8,0.20879948974778734,0.08049026106830101,0.5970073835559732,0.5493845973663696,op income YoY,0.5970073835559732,0.5156568184544766,0.5761937973851392,0.3956043956043956,weak / fragmented,14,strong coupling with positive fundamental momentum
Neocloud,2026,2,2026Q2,116.144,17.31,1,-0.3798774106742413,1.2011977863694945,0.030050580184468823,,revenue QoQ,1.2011977863694945,0.48100058851416655,0.7405002942570832,0.0,high coupling,2,mixed / modest signal
Server OEM,2026,2,2026Q2,39383.858,671.5630000000001,4,0.2629251751430584,0.011704937177945213,-1.1407358012961424,-1.0415303060569292,revenue YoY,0.2629251751430584,0.44204151560237176,0.5472545271944728,0.3055555555555556,weak / fragmented,9,mixed / modest signal
Hyperscalers,2026,2,2026Q2,83691.0,35873.0,2,0.10456334445309934,0.05910889662339658,0.16802384976294127,0.04670801182078366,op income YoY,0.16802384976294127,0.33014975490559884,0.5215021032600126,0.26666666666666666,moderate coupling,6,fundamental momentum present but stock coupling weak
CPU,2026,2,2026Q2,844.0,64.0,1,0.04714640198511155,-0.10117145899893498,,-0.6483516483516483,revenue YoY,0.04714640198511155,0.2764714725872666,0.6382357362936333,0.0,moderate coupling,2,mixed / modest signal
NAND,2026,3,2026Q3,4454.0,1191.0,2,0.30724834112761934,-0.05935269620643019,4.5495461984823695,0.12016978922716631,op income YoY,4.5495461984823695,0.9368520703503814,0.957966312610639,1.0,high coupling,3,strong coupling with positive fundamental momentum
Cooling,2026,3,2026Q3,616.8,59.3,1,0.09868186676166713,-0.06261398176291799,-0.03889789303079427,-0.21248339973439578,revenue YoY,0.09868186676166713,0.8045061227559301,0.856965582509747,0.8333333333333334,moderate coupling,4,mixed / modest signal
HW equipment,2026,3,2026Q3,7783.204,1561.759,2,0.2711239040977119,0.03707337695102497,0.47738271819826084,0.17083569485802363,op income YoY,0.47738271819826084,0.7151820906230125,0.7413978330257813,0.6813186813186813,high coupling,14,strong coupling with positive fundamental momentum
AI Platforms,2026,3,2026Q3,10915.469000000001,1499.667,3,0.19632734334721955,0.06810720728220747,0.2611592271818788,0.06169377453729674,op income YoY,0.2611592271818788,0.6989520017454046,0.7422074735415244,0.6388888888888888,moderate coupling,9,strong coupling with positive fundamental momentum
AI Chip,2026,3,2026Q3,36598.1,21166.2,2,0.5024112243859491,0.17945133045430606,1.0993568205817414,0.17310374423345132,op income YoY,1.0993568205817414,0.684053911469937,0.7532402203040972,0.4,moderate coupling,5,strong coupling with positive fundamental momentum
Server EMS,2026,3,2026Q3,6556.0,334.0,1,0.021024762498053295,0.001680672268907557,0.6868686868686869,0.12457912457912457,op income YoY,0.6868686868686869,0.6442606622304343,0.7251093310270852,0.7,weak / fragmented,5,strong coupling with positive fundamental momentum
Server Networking,2026,3,2026Q3,17315.705,3287.135,6,0.40470125578475713,0.1886988374503491,0.28364965990006363,0.43626716698205675,op income QoQ,0.43626716698205675,0.5156568184544766,0.5761937973851392,0.3956043956043956,weak / fragmented,14,strong coupling with positive fundamental momentum
Neocloud,2026,3,2026Q3,144.823,29.215,1,-0.3973116377785638,0.24692622950819665,,0.6877527440785673,op income QoQ,0.6877527440785673,0.48100058851416655,0.7405002942570832,0.0,high coupling,2,mixed / modest signal
Server OEM,2026,3,2026Q3,28965.913,1867.78,2,0.14490701177287635,-0.10811902797489475,-0.2269363754467998,-0.18273295518892751,revenue YoY,0.14490701177287635,0.44204151560237176,0.5472545271944728,0.3055555555555556,weak / fragmented,9,mixed / modest signal
Hyperscalers,2026,3,2026Q3,14130.0,4358.0,2,0.06400602409638556,0.005050145814069262,0.16213333333333324,0.032701421800947816,op income YoY,0.16213333333333324,0.33014975490559884,0.5215021032600126,0.26666666666666666,moderate coupling,6,fundamental momentum present but stock coupling weak
CPU,2026,3,2026Q3,983.0,175.0,1,0.19296116504854366,0.1646919431279621,0.30597014925373145,1.734375,op income QoQ,1.734375,0.2764714725872666,0.6382357362936333,0.0,moderate coupling,2,fundamental momentum present but stock coupling weak
