reference_key,proxy_model,source_model,gpu,workload,target_tok_s_user,target_met,effective_output_tps_per_mw,selected_tok_s_user,observed_tok_s_user,performance_multiplier_vs_source,source_gpu,benchmark_id,framework,precision,spec_method,concurrency,benchmark_type,selected_isl,selected_osl,candidate_rows,eligible_rows,selection_status,source_type,benchmark_date,run_url,method_note
DeepSeek V4 Pro|R200|long|50,DeepSeek V4 Pro,dsv4,R200,long,50,False,,,,,B300,,,,,,single_turn,8192,1024,90,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R200|agentic|50,DeepSeek V4 Pro,dsv4,R200,agentic,50,False,,,,,B300,,,,,,agentic_traces,,,20,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R200|short|70,DeepSeek V4 Pro,dsv4,R200,short,70,False,,,,,B300,,,,,,single_turn,1024,1024,71,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R200|long|70,DeepSeek V4 Pro,dsv4,R200,long,70,False,,,,,B300,,,,,,single_turn,8192,1024,90,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R200|agentic|70,DeepSeek V4 Pro,dsv4,R200,agentic,70,False,,,,,B300,,,,,,agentic_traces,,,20,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R200|short|100,DeepSeek V4 Pro,dsv4,R200,short,100,False,,,,,B300,,,,,,single_turn,1024,1024,71,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R200|long|100,DeepSeek V4 Pro,dsv4,R200,long,100,False,,,,,B300,,,,,,single_turn,8192,1024,90,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R200|agentic|100,DeepSeek V4 Pro,dsv4,R200,agentic,100,False,,,,,B300,,,,,,agentic_traces,,,20,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|short|30,DeepSeek V4 Pro,dsv4,VR200,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|long|30,DeepSeek V4 Pro,dsv4,VR200,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|agentic|30,DeepSeek V4 Pro,dsv4,VR200,agentic,30,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|short|50,DeepSeek V4 Pro,dsv4,VR200,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|long|50,DeepSeek V4 Pro,dsv4,VR200,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|agentic|50,DeepSeek V4 Pro,dsv4,VR200,agentic,50,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|short|70,DeepSeek V4 Pro,dsv4,VR200,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|long|70,DeepSeek V4 Pro,dsv4,VR200,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|agentic|70,DeepSeek V4 Pro,dsv4,VR200,agentic,70,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|short|100,DeepSeek V4 Pro,dsv4,VR200,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|long|100,DeepSeek V4 Pro,dsv4,VR200,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR200|agentic|100,DeepSeek V4 Pro,dsv4,VR200,agentic,100,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|short|30,DeepSeek V4 Pro,dsv4,R300,short,30,False,,,,,B300,,,,,,single_turn,1024,1024,71,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|long|30,DeepSeek V4 Pro,dsv4,R300,long,30,False,,,,,B300,,,,,,single_turn,8192,1024,90,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|agentic|30,DeepSeek V4 Pro,dsv4,R300,agentic,30,False,,,,,B300,,,,,,agentic_traces,,,20,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|short|50,DeepSeek V4 Pro,dsv4,R300,short,50,False,,,,,B300,,,,,,single_turn,1024,1024,71,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|long|50,DeepSeek V4 Pro,dsv4,R300,long,50,False,,,,,B300,,,,,,single_turn,8192,1024,90,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|agentic|50,DeepSeek V4 Pro,dsv4,R300,agentic,50,False,,,,,B300,,,,,,agentic_traces,,,20,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|short|70,DeepSeek V4 Pro,dsv4,R300,short,70,False,,,,,B300,,,,,,single_turn,1024,1024,71,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|long|70,DeepSeek V4 Pro,dsv4,R300,long,70,False,,,,,B300,,,,,,single_turn,8192,1024,90,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|agentic|70,DeepSeek V4 Pro,dsv4,R300,agentic,70,False,,,,,B300,,,,,,agentic_traces,,,20,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|short|100,DeepSeek V4 Pro,dsv4,R300,short,100,False,,,,,B300,,,,,,single_turn,1024,1024,71,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|long|100,DeepSeek V4 Pro,dsv4,R300,long,100,False,,,,,B300,,,,,,single_turn,8192,1024,90,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|R300|agentic|100,DeepSeek V4 Pro,dsv4,R300,agentic,100,False,,,,,B300,,,,,,agentic_traces,,,20,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|short|30,DeepSeek V4 Pro,dsv4,VR300,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|long|30,DeepSeek V4 Pro,dsv4,VR300,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|agentic|30,DeepSeek V4 Pro,dsv4,VR300,agentic,30,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|short|50,DeepSeek V4 Pro,dsv4,VR300,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|long|50,DeepSeek V4 Pro,dsv4,VR300,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|agentic|50,DeepSeek V4 Pro,dsv4,VR300,agentic,50,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|short|70,DeepSeek V4 Pro,dsv4,VR300,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|long|70,DeepSeek V4 Pro,dsv4,VR300,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|agentic|70,DeepSeek V4 Pro,dsv4,VR300,agentic,70,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|short|100,DeepSeek V4 Pro,dsv4,VR300,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|long|100,DeepSeek V4 Pro,dsv4,VR300,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|VR300|agentic|100,DeepSeek V4 Pro,dsv4,VR300,agentic,100,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|short|30,DeepSeek V4 Pro,dsv4,Post Rubin,short,30,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|long|30,DeepSeek V4 Pro,dsv4,Post Rubin,long,30,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|agentic|30,DeepSeek V4 Pro,dsv4,Post Rubin,agentic,30,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|short|50,DeepSeek V4 Pro,dsv4,Post Rubin,short,50,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|long|50,DeepSeek V4 Pro,dsv4,Post Rubin,long,50,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|agentic|50,DeepSeek V4 Pro,dsv4,Post Rubin,agentic,50,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|short|70,DeepSeek V4 Pro,dsv4,Post Rubin,short,70,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|long|70,DeepSeek V4 Pro,dsv4,Post Rubin,long,70,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|agentic|70,DeepSeek V4 Pro,dsv4,Post Rubin,agentic,70,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|short|100,DeepSeek V4 Pro,dsv4,Post Rubin,short,100,False,,,,,GB300,,,,,,single_turn,1024,1024,28,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|long|100,DeepSeek V4 Pro,dsv4,Post Rubin,long,100,False,,,,,GB300,,,,,,single_turn,8192,1024,57,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
DeepSeek V4 Pro|Post Rubin|agentic|100,DeepSeek V4 Pro,dsv4,Post Rubin,agentic,100,False,,,,,GB300,,,,,,agentic_traces,,,9,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|H200|short|30,Kimi K2.5,kimik2.5,H200,short,30,True,190201.654401,33.233146,33.233146,1.0,H200,416973,vllm,int4,none,64,single_turn,1024,1024,5,5,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-05-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26696219581/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Kimi K2.5|H200|long|30,Kimi K2.5,kimik2.5,H200,long,30,True,64866.509818,46.981038,46.981038,1.0,H200,416966,vllm,int4,none,16,single_turn,8192,1024,5,3,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-05-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26696219581/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 30.
Kimi K2.5|H200|agentic|30,Kimi K2.5,,H200,agentic,30,False,,,,,,,,,,,agentic_traces,,,0,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|H200|short|50,Kimi K2.5,kimik2.5,H200,short,50,True,91147.876559,64.122515,64.122515,1.0,H200,416967,vllm,int4,none,16,single_turn,1024,1024,5,3,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-05-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26696219581/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Kimi K2.5|H200|long|50,Kimi K2.5,kimik2.5,H200,long,50,True,48406.761177,70.311071,70.311071,1.0,H200,416974,vllm,int4,none,8,single_turn,8192,1024,5,2,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-05-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26696219581/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 50.
Kimi K2.5|H200|agentic|50,Kimi K2.5,,H200,agentic,50,False,,,,,,,,,,,agentic_traces,,,0,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
Kimi K2.5|H200|short|70,Kimi K2.5,kimik2.5,H200,short,70,True,60785.503006,85.753176,85.753176,1.0,H200,416968,vllm,int4,none,8,single_turn,1024,1024,5,2,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-05-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26696219581/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Kimi K2.5|H200|long|70,Kimi K2.5,kimik2.5,H200,long,70,True,48406.761177,70.311071,70.311071,1.0,H200,416974,vllm,int4,none,8,single_turn,8192,1024,5,2,InferenceX_direct_exact_model_target_met,InferenceX_direct_exact_model,2026-05-30,https://github.com/SemiAnalysisAI/InferenceX/actions/runs/26696219581/attempts/1,Selected highest output TPS/MW measured row meeting median interactivity >= 70.
Kimi K2.5|H200|agentic|70,Kimi K2.5,,H200,agentic,70,False,,,,,,,,,,,agentic_traces,,,0,0,unavailable_missing_hbm_bandwidth_or_all_in_power,InferenceX_exact_model_unavailable,,,Enter both HBM bandwidth (TB/s) and all-in power (kW) in the GPU scaling inputs.
